recruitment_id,department,job_title,num_applicants,time_to_hire_days,cost_per_hire,source,offer_acceptance_rate,source_group,job_level,applicants_per_day,cost_per_day,cost_per_applicant,applicants_efficiency,efficiency_ratio,acceptance_efficiency,high_cost_flag,long_hire_flag,dept_efficiency,cost_index,source_success,is_efficient,high_acceptance,log1p_time_to_hire_days,log1p_cost_per_hire,process_efficiency,cost_intensity,engagement_score,complexity_flag,salary_fit,employer_brand_score,job_match_score,interview_experience
3577,Marketing,SEO Analyst,164,39,6403.93,Referral,0.98,Internal,Mid,4.205128205128205,164.20333333333335,39.048353658536584,4.1,0.0006565455368174,0.00015300713669,1,0,1.2264377628126086,1.194771214564187,0.6462861610633307,0,1,3.688879454113936,8.764823285309365,0.001,38.812,0.0,1,0.5,0.5,0.5,0.5
3578,HR,HR Manager,123,79,5565.09,Job Portal,0.79,External,Executive,1.5569620253164558,70.44417721518988,45.24463414634146,1.5375,0.0002797227542703,0.000141930870683,1,1,0.5795026813352905,1.0695515927296968,0.6534822167080231,0,1,4.382026634673881,8.624448111556259,0.0,44.88,0.0,1,0.5,0.5,0.5,0.5
3579,Finance,Finance Manager,292,33,970.79,Linkedin,0.81,External,Executive,8.848484848484848,29.417878787878788,3.324623287671233,8.588235294117647,0.0091053466782791,0.0008335134133917,0,0,1.460923143443952,0.1872325047475166,0.6457707203718048,1,1,3.5263605246161616,6.879139731735693,0.007,3.313,0.006,1,0.5,0.5,0.5,0.5
3580,HR,Talent Acquisition,226,76,7865.96,Recruiter,0.87,Agency,Mid,2.973684210526316,103.49947368421051,34.80513274336283,2.935064935064935,0.000377996609939,0.0001105890966777,1,1,0.602377787177473,1.5117545352093291,0.6583210483210483,0,1,4.343805421853684,8.970426989786,0.0,34.652,0.0,1,0.5,0.5,0.5,0.5
3581,Sales,Business Development Manager,152,27,2113.0,Referral,0.54,Internal,Executive,5.62962962962963,78.25925925925925,13.901315789473683,5.428571428571429,0.0026630225305721,0.000255439924314,0,0,1.7522131887985548,0.4239817855941049,0.6462861610633307,1,0,3.332204510175204,7.656337166430183,0.001,13.81,0.002,1,0.5,0.5,0.5,0.5
3582,Finance,Financial Analyst,191,68,2422.22,Recruiter,0.65,Agency,Mid,2.8088235294117645,35.62088235294117,12.681780104712042,2.768115942028986,0.001159128568356,0.000268238129431,0,1,0.7089774078478002,0.4671641834480471,0.6583210483210483,0,1,4.23410650459726,7.792852513227993,0.001,12.616,0.001,1,0.5,0.5,0.5,0.5
3583,Sales,Account Executive,155,47,5420.13,Referral,1.0,Internal,Entry,3.297872340425532,115.32191489361702,34.96858064516129,3.2291666666666665,0.0006083367010983,0.0001844633867846,1,1,1.006590555267255,1.0875704664231782,0.6462861610633307,0,1,3.871201010907891,8.598059559788151,0.001,34.744,0.0,0,0.5,0.5,0.5,0.5
3584,HR,HR Manager,10,22,707.77,Linkedin,0.68,External,Executive,0.4545454545454545,32.17136363636364,70.777,0.4347826086956521,0.0006413158775702,0.000959408552845,0,0,2.0809414466130884,0.1360259278441674,0.6457707203718048,1,1,3.1354942159291497,6.563531073338707,0.0,64.343,0.0,1,0.5,0.5,0.5,0.5
3585,Engineering,DevOps Engineer,258,26,7177.21,Linkedin,0.8,External,Mid,9.923076923076923,276.0465384615385,27.81864341085271,9.555555555555555,0.0013823887742315,0.0001114483973023,1,0,1.841364115336718,1.363048020967929,0.6457707203718048,0,1,3.295836866004329,8.878805327339787,0.001,27.711,0.001,1,0.5,0.5,0.5,0.5
3586,HR,Recruitment Specialist,183,9,2665.26,Job Portal,0.98,External,Mid,20.333333333333332,296.14000000000004,14.564262295081967,18.3,0.0076261629898559,0.0003675560522979,0,0,5.08674575838755,0.5122348565861023,0.6534822167080231,1,1,2.302585092994046,7.888432020364556,0.007,14.485,0.005,1,0.5,0.5,0.5,0.5
3587,HR,Recruitment Specialist,208,22,5507.46,Referral,0.31,Internal,Mid,9.454545454545457,250.3390909090909,26.47817307692308,9.043478260869565,0.0017163681781378,5.6277071994713586e-05,1,0,2.0809414466130884,1.0584757146596184,0.6462861610633307,0,0,3.1354942159291497,8.614040371248809,0.001,26.351,0.001,1,0.5,0.5,0.5,0.5
3588,Engineering,Backend Developer,299,82,2085.06,Job Portal,0.83,External,Mid,3.6463414634146343,25.42756097560975,6.973444816053512,3.602409638554217,0.001747956177394,0.0003978792556302,0,1,0.5838471585213983,0.3959807371665856,0.6534822167080231,0,1,4.418840607796598,7.643032398330191,0.001,6.95,0.001,1,0.5,0.5,0.5,0.5
3589,Product,UI Designer,26,88,7114.76,Linkedin,0.85,External,Mid,0.2954545454545454,80.84954545454546,273.6446153846154,0.2921348314606741,4.152115100207784e-05,0.0001194531574982,1,1,0.5257078986587183,1.34430992004938,0.6457707203718048,0,1,4.48863636973214,8.870067321404148,0.0,263.51,0.0,1,0.5,0.5,0.5,0.5
3590,Engineering,Data Engineer,45,24,640.29,Recruiter,0.69,Agency,Mid,1.875,26.678749999999997,14.228666666666664,1.8,0.0029237942272606,0.0010759562756319,0,0,1.994811124948111,0.1215996212101297,0.6583210483210483,1,1,3.218875824868201,6.463481772707183,0.002,13.919,0.002,1,0.5,0.5,0.5,0.5
3591,Engineering,DevOps Engineer,110,26,3674.81,Linkedin,0.81,External,Mid,4.230769230769231,141.33884615384616,33.407363636363634,4.074074074074074,0.0011509760381437,0.0002203595942118,0,0,1.841364115336718,0.6978954911355743,0.6457707203718048,1,1,3.295836866004329,8.209528795523891,0.001,33.106,0.001,1,0.5,0.5,0.5,0.5
3592,Product,UI Designer,245,36,5077.54,Linkedin,0.9,External,Mid,6.805555555555555,141.0427777777778,20.72465306122449,6.621621621621622,0.0013400614262279,0.0001772162865705,0,0,1.2850637522768669,0.9593840679724304,0.6457707203718048,1,1,3.610917912644224,8.532779097689977,0.001,20.64,0.001,1,0.5,0.5,0.5,0.5
3593,HR,HR Manager,139,22,2107.0,Referral,0.37,Internal,Executive,6.318181818181818,95.77272727272728,15.158273381294965,6.043478260869565,0.0029972399516991,0.0001755218216318,0,0,2.0809414466130884,0.4049431735841597,0.6462861610633307,1,0,3.1354942159291497,7.653494909661253,0.001,15.05,0.002,1,0.5,0.5,0.5,0.5
3594,Product,Product Analyst,148,30,508.74,Linkedin,0.32,External,Mid,4.933333333333334,16.958000000000002,3.4374324324324323,4.774193548387097,0.009678136566354,0.0006277710205202,0,0,1.5420765027322405,0.0961247081737011,0.6457707203718048,1,0,3.4339872044851463,6.233900791802601,0.003,3.414,0.006,1,0.5,0.5,0.5,0.5
3595,Marketing,Social Media Manager,234,7,9027.27,Recruiter,0.52,Agency,Executive,33.42857142857143,1289.61,38.57807692307693,29.25,0.0037026552626994,5.759685964199121e-05,1,0,6.833010392813105,1.6842036596431949,0.6583210483210483,0,0,2.0794415416798357,9.108116044446358,0.002,38.414,0.002,1,0.5,0.5,0.5,0.5
3596,Finance,Payroll Specialist,36,45,8472.38,Job Portal,0.79,External,Mid,0.8,188.2751111111111,235.34388888888887,0.782608695652174,9.441332738529373e-05,9.323316079297756e-05,1,0,1.0713436385255648,1.6340350936585302,0.6534822167080231,0,1,3.828641396489095,9.0446847635346,0.0,228.983,0.0,1,0.5,0.5,0.5,0.5
3597,Sales,Account Executive,257,46,965.37,Linkedin,0.46,External,Entry,5.586956521739131,20.98630434782609,3.756303501945525,5.468085106382978,0.0057813844818642,0.0004760081542266,0,0,1.02847295864263,0.1937052987974354,0.6457707203718048,1,0,3.8501476017100584,6.873546783652348,0.003,3.742,0.004,0,0.5,0.5,0.5,0.5
3598,Product,UI Designer,120,80,7718.43,Job Portal,0.93,External,Mid,1.5,96.480375,64.32025,1.4814814814814814,0.0001943148652167,0.0001204752164343,1,1,0.5782786885245901,1.4583713317394735,0.6534822167080231,0,1,4.394449154672439,8.951495806096052,0.0,63.789,0.0,1,0.5,0.5,0.5,0.5
3599,Product,UI Designer,112,41,2913.16,Job Portal,0.5,External,Mid,2.731707317073171,71.05268292682926,26.010357142857146,2.6666666666666665,0.00093739098645,0.0001715760287698,0,0,1.1283486605357855,0.5504317625177872,0.6534822167080231,1,0,3.737669618283368,7.977336892591654,0.0,25.78,0.001,1,0.5,0.5,0.5,0.5
3600,Finance,Accountant,110,69,810.32,Job Portal,0.8,External,Entry,1.5942028985507246,11.74376811594203,7.366545454545455,1.5714285714285714,0.0019649495865388,0.0009860474288813,0,1,0.6987023729514553,0.1562832777912912,0.6534822167080231,0,1,4.248495242049359,6.698662550890587,0.002,7.3,0.001,0,0.5,0.5,0.5,0.5
3601,HR,Talent Acquisition,105,43,5531.3,Referral,0.78,Internal,Mid,2.441860465116279,128.63488372093025,52.67904761904762,2.386363636363636,0.0004413825109116,0.000140990184914,1,0,1.0646677168718128,1.06305751117516,0.6462861610633307,0,1,3.784189633918261,8.618358921249182,0.0,52.182,0.0,1,0.5,0.5,0.5,0.5
3602,Sales,Sales Representative,116,19,9192.96,Job Portal,0.7,External,Entry,6.105263157894737,483.84,79.24965517241378,5.8,0.0006640515249027,7.613694207936515e-05,1,0,2.489987163029525,1.8446036893966784,0.6534822167080231,0,1,2.995732273553991,9.126302025693231,0.0,78.572,0.0,0,0.5,0.5,0.5,0.5
3603,HR,HR Manager,58,75,2473.24,Recruiter,0.83,Agency,Executive,0.7733333333333333,32.97653333333333,42.64206896551724,0.7631578947368421,0.0003125538886014,0.0003354565442317,0,1,0.610409491006506,0.4753306381752668,0.6583210483210483,0,1,4.330733340286331,7.813688557139857,0.0,41.919,0.0,1,0.5,0.5,0.5,0.5
3604,Marketing,Marketing Specialist,258,54,2181.19,Linkedin,0.99,External,Mid,4.777777777777778,40.39240740740741,8.45422480620155,4.6909090909090905,0.0021894416974588,0.0004536726866129,0,1,0.8857606064757729,0.4069412103966249,0.6457707203718048,0,1,4.007333185232471,7.688084238679108,0.002,8.422,0.001,1,0.5,0.5,0.5,0.5
3605,Sales,Business Development Manager,120,58,9198.8,Recruiter,0.3,Agency,Executive,2.068965517241379,158.6,76.65666666666667,2.0338983050847457,0.000224892445188,3.260940455227288e-05,1,1,0.8156854499579479,1.845775508434951,0.6583210483210483,0,0,4.07753744390572,9.1269370236704,0.0,76.023,0.0,1,0.5,0.5,0.5,0.5
3606,HR,HR Manager,287,70,2083.51,Linkedin,0.9,External,Executive,4.1,29.764428571428574,7.2596167247386765,4.042253521126761,0.0019668891010357,0.0004317561441297,0,1,0.6540101689355421,0.4004286433765224,0.6457707203718048,0,1,4.2626798770413155,7.642289094622849,0.002,7.234,0.001,1,0.5,0.5,0.5,0.5
3607,Sales,Sales Representative,287,14,598.1,Recruiter,0.39,Agency,Entry,20.5,42.721428571428575,2.0839721254355403,19.133333333333333,0.0342179936571524,0.000650976464697,0,0,3.379268292682927,0.1200111244504657,0.6583210483210483,1,0,2.70805020110221,6.395428529089879,0.012,2.077,0.023,0,0.5,0.5,0.5,0.5
3608,Finance,Accountant,220,20,8653.32,Linkedin,0.66,External,Entry,11.0,432.666,39.33327272727273,10.476190476190476,0.0012710415145268,7.626249087161095e-05,1,0,2.4105231866825205,1.668932290177876,0.6457707203718048,0,1,3.044522437723423,9.0658138972216,0.001,39.155,0.001,0,0.5,0.5,0.5,0.5
3609,Finance,Finance Manager,286,65,936.25,Referral,0.86,Internal,Executive,4.4,14.403846153846152,3.2736013986013988,4.333333333333333,0.004694585222726,0.0009175780208055,0,1,0.7416994420561602,0.1805709088163891,0.6462861610633307,0,1,4.189654742026425,6.842950055616021,0.004,3.262,0.003,1,0.5,0.5,0.5,0.5
3610,Marketing,Marketing Specialist,40,10,3207.93,Recruiter,0.58,Agency,Mid,4.0,320.793,80.19825,3.636363636363636,0.0012465214261451,0.000180745606791,0,0,4.783107274969174,0.5984984880123441,0.6583210483210483,1,0,2.3978952727983707,8.073692827222823,0.001,78.242,0.001,1,0.5,0.5,0.5,0.5
3611,Marketing,Marketing Specialist,16,19,2935.42,Job Portal,0.71,External,Mid,0.8421052631578947,154.49578947368423,183.46375,0.8,0.0002867795693933,0.0002417910244447,0,0,2.517424881562723,0.5476567230834822,0.6534822167080231,1,1,2.995732273553991,7.984946431274595,0.0,172.672,0.0,1,0.5,0.5,0.5,0.5
3612,Product,UI Designer,37,8,6688.07,Linkedin,0.45,External,Mid,4.625,836.00875,180.75864864864863,4.111111111111111,0.0006914264613765,6.727392597177187e-05,1,0,5.782786885245901,1.263688282807102,0.6457707203718048,0,0,2.1972245773362196,8.808230130006093,0.0,176.002,0.0,1,0.5,0.5,0.5,0.5
3613,Marketing,Content Strategist,205,85,2702.11,Recruiter,0.37,Agency,Mid,2.411764705882353,31.789529411764708,13.181024390243904,2.383720930232558,0.0008922184838509,0.0001368793722785,0,1,0.5627185029375499,0.5041284409083225,0.6583210483210483,0,0,4.454347296253507,7.902158240971899,0.0,13.117,0.001,1,0.5,0.5,0.5,0.5
3614,Product,UI Designer,132,87,4003.42,Job Portal,0.51,External,Mid,1.5172413793103448,46.01632183908046,30.328939393939393,1.5,0.0003788916695327,0.0001273592680088,0,1,0.5317505181835311,0.7564327145433,0.6534822167080231,0,0,4.477336814478207,8.2951540300389,0.0,30.101,0.0,1,0.5,0.5,0.5,0.5
3615,Marketing,Marketing Specialist,74,33,7282.13,Recruiter,0.74,Agency,Mid,2.242424242424242,220.67060606060608,98.40716216216217,2.176470588235294,0.0003078929309821,0.0001016046672241,1,0,1.4494264469603555,1.358615616459627,0.6583210483210483,0,1,3.5263605246161616,8.893315993845786,0.0,97.095,0.0,1,0.5,0.5,0.5,0.5
3616,Marketing,SEO Analyst,274,45,5214.97,Job Portal,0.7,External,Mid,6.088888888888889,115.88822222222224,19.032737226277373,5.956521739130435,0.0011673550440069,0.0001342032258621,0,0,1.0629127277709274,0.9729488050018966,0.6534822167080231,1,1,3.828641396489095,8.559480352056207,0.001,18.964,0.001,1,0.5,0.5,0.5,0.5
3617,Marketing,SEO Analyst,252,23,6801.23,Referral,0.72,Internal,Mid,10.956521739130435,295.70565217391305,26.989007936507935,10.5,0.001610724973888,0.0001058476411412,1,0,2.079611858682249,1.268894854820459,0.6462861610633307,0,1,3.1780538303479458,8.825005778579714,0.001,26.882,0.001,1,0.5,0.5,0.5,0.5
3618,Finance,Finance Manager,79,71,2094.05,Job Portal,0.57,External,Executive,1.1126760563380282,29.49366197183099,26.506962025316454,1.0972222222222223,0.0005310976140607,0.0002720698790005,0,1,0.6790206159669072,0.4038713074573669,0.6534822167080231,0,0,4.276666119016055,7.64733269841989,0.0,26.176,0.0,1,0.5,0.5,0.5,0.5
3619,Marketing,Marketing Specialist,77,76,9514.94,Recruiter,0.91,Agency,Mid,1.013157894736842,125.19657894736842,123.57064935064936,1.0,0.0001064695547404,9.56290182577864e-05,1,1,0.6293562203906807,1.7751874896048772,0.6583210483210483,0,1,4.343805421853684,9.16072356623273,0.0,121.986,0.0,1,0.5,0.5,0.5,0.5
3620,Engineering,Software Engineer,295,28,5480.02,Recruiter,0.7,Agency,Mid,10.535714285714286,195.715,18.57633898305085,10.172413793103448,0.0019222178145152,0.0001277134547949,1,0,1.709838107098381,1.0407289762825207,0.6583210483210483,0,1,3.367295829986474,8.609046494008625,0.001,18.514,0.001,1,0.5,0.5,0.5,0.5
3621,HR,HR Coordinator,249,9,629.55,Job Portal,0.53,External,Entry,27.666666666666668,69.94999999999999,2.528313253012048,24.9,0.0438770385642164,0.0008405360399651,0,0,5.08674575838755,0.1209928689748019,0.6534822167080231,1,0,2.302585092994046,6.446592454401883,0.021,2.518,0.029,0,0.5,0.5,0.5,0.5
3622,Finance,Accountant,41,26,3985.38,Job Portal,0.48,External,Entry,1.5769230769230769,153.28384615384616,97.20439024390244,1.5185185185185186,0.0003955777113378,0.0001204099960365,0,0,1.8542486051404008,0.7686447942095178,0.6534822167080231,1,0,3.295836866004329,8.290638829896611,0.0,94.89,0.0,0,0.5,0.5,0.5,0.5
3623,HR,Talent Acquisition,22,25,7521.88,Referral,0.65,Internal,Mid,0.88,300.8752,341.9036363636364,0.8461538461538461,0.0001169764770938,8.640307967161512e-05,1,0,1.831228473019518,1.4456259888558232,0.6462861610633307,0,1,3.258096538021482,8.925704322349658,0.0,327.038,0.0,1,0.5,0.5,0.5,0.5
3624,Finance,Finance Manager,104,23,3909.57,Recruiter,0.98,Agency,Executive,4.521739130434782,169.9813043478261,37.59201923076923,4.333333333333333,0.0011562864570726,0.0002506028532924,0,0,2.096107118854366,0.7540236133311514,0.6583210483210483,1,1,3.1780538303479458,8.271438422405684,0.001,37.234,0.001,1,0.5,0.5,0.5,0.5
3625,Product,UI Designer,249,10,4909.23,Recruiter,0.92,Agency,Mid,24.9,490.92299999999994,19.71578313253012,22.636363636363637,0.0050710455518376,0.0001873639320357,0,0,4.626229508196721,0.9275824608003668,0.6583210483210483,1,1,2.3978952727983707,8.499076062868648,0.004,19.637,0.003,1,0.5,0.5,0.5,0.5
3626,Finance,Financial Analyst,10,42,2135.8,Recruiter,0.85,Agency,Mid,0.238095238095238,50.852380952380955,213.58,0.2325581395348837,0.0001114260754844,0.0003977910894795,0,0,1.1478681841345335,0.4119234681442392,0.6583210483210483,1,1,3.7612001156935624,7.667064661795751,0.0,194.164,0.0,1,0.5,0.5,0.5,0.5
3627,HR,HR Manager,23,14,2814.63,Linkedin,0.77,External,Executive,1.6428571428571428,201.045,122.37521739130436,1.5333333333333334,0.0005834776383463,0.0002734734322336,0,0,3.270050844677711,0.5409421949051654,0.6457707203718048,1,1,2.70805020110221,7.9429413165997875,0.0,117.276,0.0,1,0.5,0.5,0.5,0.5
3628,Marketing,Content Strategist,281,73,787.33,Linkedin,0.46,External,Mid,3.8493150684931505,10.785342465753423,2.8018861209964414,3.797297297297298,0.0048828727417365,0.0005835119810231,0,1,0.6552201746533114,0.1468909279712334,0.6457707203718048,0,0,4.30406509320417,6.669916783919175,0.002,2.792,0.003,1,0.5,0.5,0.5,0.5
3629,Product,Product Analyst,113,35,5572.88,Referral,0.74,Internal,Mid,3.2285714285714286,159.22514285714286,49.31752212389381,3.138888888888889,0.0005792323172675,0.0001327620974976,1,0,1.3217798594847774,1.052976891313943,0.6462861610633307,0,1,3.58351893845611,8.625846679284855,0.0,48.885,0.0,1,0.5,0.5,0.5,0.5
3630,Finance,Financial Analyst,58,13,6031.16,Job Portal,0.55,External,Mid,4.461538461538462,463.9353846153846,103.98551724137933,4.142857142857143,0.0007396253517046,9.117795283944723e-05,1,0,3.708497210280801,1.1632064538499904,0.6534822167080231,0,0,2.6390573296152584,8.704860434534945,0.0,102.223,0.0,1,0.5,0.5,0.5,0.5
3631,Sales,Account Executive,117,86,1726.92,Referral,0.76,Internal,Entry,1.3604651162790695,20.080465116279072,14.76,1.3448275862068966,0.0007873426525991,0.0004398351775545,0,1,0.5501134429948951,0.3465133105433846,0.6462861610633307,0,1,4.465908118654584,7.454673651995998,0.001,14.635,0.001,0,0.5,0.5,0.5,0.5
3632,Marketing,SEO Analyst,162,81,3739.43,Recruiter,0.7,Agency,Mid,2.0,46.1658024691358,23.0829012345679,1.975609756097561,0.000534697882329,0.0001871442588151,0,1,0.5905070709838486,0.697659612593791,0.6583210483210483,0,1,4.406719247264253,8.226955857061691,0.0,22.941,0.0,1,0.5,0.5,0.5,0.5
3633,HR,Talent Acquisition,216,48,4912.15,Job Portal,0.96,External,Mid,4.5,102.33645833333333,22.741435185185185,4.408163265306122,0.0009159093453283,0.00019539399367,0,1,0.9537648296976656,0.944063412492373,0.6534822167080231,0,1,3.8918202981106265,8.499670562946218,0.001,22.637,0.001,1,0.5,0.5,0.5,0.5
3634,HR,HR Manager,61,13,9853.99,Linkedin,0.45,External,Executive,4.6923076923076925,757.9992307692307,161.54081967213114,4.357142857142857,0.0004761352058508,4.566214679061065e-05,1,0,3.521593217345227,1.8938329297895464,0.6457707203718048,0,0,2.6390573296152584,9.195733204872962,0.0,158.935,0.0,1,0.5,0.5,0.5,0.5
3635,Finance,Finance Manager,48,15,4411.54,Recruiter,0.53,Agency,Executive,3.2,294.10266666666666,91.90708333333332,3.0,0.0007252058904848,0.0001201122256115,0,0,3.214030915576694,0.8508366217141291,0.6583210483210483,1,0,2.772588722239781,8.392205766356271,0.0,90.031,0.0,1,0.5,0.5,0.5,0.5
3636,Finance,Payroll Specialist,36,32,3324.57,Job Portal,0.93,External,Mid,1.125,103.8928125,92.34916666666668,1.0909090909090908,0.0003382878724549,0.000279651307896,0,0,1.5065769916765754,0.6411969306528202,0.6534822167080231,1,1,3.49650756146648,8.109396366969184,0.0,89.853,0.0,1,0.5,0.5,0.5,0.5
3637,Product,Product Manager,166,24,5584.57,Recruiter,1.0,Agency,Executive,6.916666666666667,232.69041666666664,33.64198795180723,6.64,0.0012383099068969,0.0001790327576236,1,0,1.9275956284153004,1.0551856774100836,0.6583210483210483,0,1,3.218875824868201,8.627941765382467,0.001,33.441,0.001,1,0.5,0.5,0.5,0.5
3638,Sales,Account Executive,224,14,6656.85,Job Portal,0.43,External,Entry,16.0,475.48928571428576,29.71808035714286,14.933333333333334,0.0024031782031736,6.45854142102931e-05,1,0,3.379268292682927,1.335723213171849,0.6534822167080231,0,0,2.70805020110221,8.803551888593107,0.001,29.586,0.002,0,0.5,0.5,0.5,0.5
3639,Engineering,Software Engineer,86,35,5200.33,Recruiter,0.52,Agency,Mid,2.4571428571428573,148.58085714285713,60.468953488372094,2.388888888888889,0.0004724066454431,9.997442961704028e-05,0,0,1.3678704856787047,0.9876121103994658,0.6583210483210483,1,0,3.58351893845611,8.556669641096914,0.0,59.774,0.0,1,0.5,0.5,0.5,0.5
3640,Sales,Account Executive,198,44,4581.36,Linkedin,0.44,External,Entry,4.5,104.12181818181816,23.138181818181817,4.4,0.0009820267285852,9.602039123944868e-05,0,0,1.075221729490022,0.9192679570513052,0.6457707203718048,1,0,3.80666248977032,8.429969428237895,0.0,23.022,0.001,0,0.5,0.5,0.5,0.5
3641,Product,UX Designer,169,31,6007.15,Recruiter,0.76,Agency,Mid,5.451612903225806,193.77903225806452,35.545266272189345,5.28125,0.0009073696401098,0.0001264948445028,1,0,1.4923320994182971,1.135030744006071,0.6583210483210483,0,1,3.4657359027997265,8.70087215984336,0.001,35.336,0.001,1,0.5,0.5,0.5,0.5
3642,Sales,Account Executive,265,77,5640.87,Recruiter,0.7,Agency,Entry,3.4415584415584415,73.25805194805194,21.28630188679245,3.397435897435898,0.0006100031446237,0.0001240723377178,1,1,0.6144124168514413,1.131862818222536,0.6583210483210483,0,1,4.356708826689592,8.637970849821828,0.0,21.206,0.0,0,0.5,0.5,0.5,0.5
3643,Marketing,Social Media Manager,128,57,3502.15,Referral,0.74,Internal,Executive,2.245614035087719,61.44122807017544,27.360546875,2.206896551724138,0.0006410270856479,0.0002112384568174,0,1,0.8391416271875743,0.6533906537213814,0.6462861610633307,0,1,4.060443010546419,8.161417842720342,0.0,27.148,0.0,1,0.5,0.5,0.5,0.5
3644,Sales,Account Executive,119,25,4567.29,Job Portal,0.85,External,Entry,4.76,182.6916,38.38058823529412,4.576923076923077,0.0010419653743523,0.00018606524542,0,0,1.8923902439024392,0.9164447560464264,0.6534822167080231,1,1,3.258096538021482,8.426894234434586,0.001,38.061,0.001,0,0.5,0.5,0.5,0.5
3645,Engineering,Backend Developer,215,15,3723.65,Recruiter,0.42,Agency,Mid,14.333333333333334,248.24333333333337,17.319302325581397,13.4375,0.0038482362996075,0.0001127622729652,0,0,3.191697799916978,0.7071708593279601,0.6583210483210483,1,0,2.772588722239781,8.222728166667624,0.002,17.239,0.003,1,0.5,0.5,0.5,0.5
3646,Finance,Financial Analyst,100,21,4841.87,Referral,0.41,Internal,Mid,4.761904761904762,230.5652380952381,48.4187,4.545454545454546,0.0009832815586428,8.46605421991505e-05,0,0,2.2957363682690675,0.9338327009568064,0.6462861610633307,1,0,3.091042453358316,8.485262799176962,0.0,47.939,0.001,1,0.5,0.5,0.5,0.5
3647,Product,UI Designer,181,77,8539.24,Recruiter,0.92,Agency,Mid,2.3506493506493507,110.89922077922076,47.17812154696132,2.3205128205128207,0.000275243945211,0.0001077253098273,1,1,0.6008090270385352,1.613460614508777,0.6583210483210483,0,1,4.356708826689592,9.05254438943223,0.0,46.919,0.0,1,0.5,0.5,0.5,0.5
3648,Product,Product Manager,168,18,5361.49,Job Portal,0.98,External,Executive,9.333333333333334,297.86055555555555,31.913630952380952,8.842105263157896,0.0017404849861413,0.0001827509235448,1,0,2.5701275045537337,1.0130354633530223,0.6534822167080231,0,1,2.9444389791664403,8.58718369843267,0.002,31.725,0.001,1,0.5,0.5,0.5,0.5
3649,HR,Talent Acquisition,67,83,3996.04,Job Portal,0.62,External,Mid,0.8072289156626506,48.14506024096386,59.64238805970149,0.7976190476190477,0.0002019566768565,0.0001551147849408,0,1,0.5515748412709391,0.7679967343945161,0.6534822167080231,0,0,4.430816798843313,8.293309366166879,0.0,58.765,0.0,1,0.5,0.5,0.5,0.5
3650,HR,Recruitment Specialist,18,25,9034.39,Job Portal,0.32,External,Mid,0.72,361.3756,501.9105555555555,0.6923076923076923,7.9686654366884e-05,3.541629082972622e-05,1,0,1.831228473019518,1.7363144556226846,0.6534822167080231,0,0,3.258096538021482,9.108904367562351,0.0,475.494,0.0,1,0.5,0.5,0.5,0.5
3651,Engineering,Data Engineer,198,44,3544.58,Referral,0.8,Internal,Mid,4.5,80.55863636363637,17.90191919191919,4.4,0.0012691858595772,0.0002256330417026,0,0,1.0880787954262423,0.6731630750894152,0.6462861610633307,1,1,3.80666248977032,8.173457036302777,0.001,17.812,0.001,1,0.5,0.5,0.5,0.5
3652,Finance,Accountant,254,51,5768.01,Recruiter,0.5,Agency,Entry,4.980392156862745,113.09823529411766,22.708700787401575,4.884615384615385,0.0008633010095081,8.666998323802524e-05,1,1,0.9453032104637336,1.1124537332571651,0.6583210483210483,0,0,3.951243718581427,8.660255767658057,0.0,22.62,0.001,0,0.5,0.5,0.5,0.5
3653,Marketing,Social Media Manager,57,49,5179.15,Linkedin,0.35,External,Executive,1.163265306122449,105.6969387755102,90.8622807017544,1.14,0.0002245620891523,6.756561103442951e-05,0,1,0.9761443418304436,0.9662659235672636,0.6457707203718048,0,0,3.912023005428146,8.552589292363225,0.0,89.296,0.0,1,0.5,0.5,0.5,0.5
3654,Finance,Accountant,110,61,9382.13,Linkedin,0.58,External,Entry,1.8032786885245904,153.80540983606556,85.2920909090909,1.7741935483870968,0.0001921830656214,6.181306237897163e-05,1,1,0.7903354710434494,1.8094950501826532,0.6457707203718048,0,0,4.127134385045092,9.146668675037938,0.0,84.524,0.0,0,0.5,0.5,0.5,0.5
3655,Marketing,Social Media Manager,174,68,3846.8,Recruiter,0.56,Agency,Executive,2.5588235294117645,56.57058823529412,22.108045977011496,2.5217391304347827,0.0006650094935838,0.0001455377098601,0,1,0.7033981286719373,0.7176914657383064,0.6583210483210483,0,0,4.23410650459726,8.255256835382871,0.0,21.982,0.0,1,0.5,0.5,0.5,0.5
3656,Product,Product Analyst,88,66,7182.22,Job Portal,0.7,External,Mid,1.3333333333333333,108.82151515151516,81.61613636363637,1.3134328358208955,0.0001856177777282,9.744933330734685e-05,1,1,0.7009438648782911,1.357056259659786,0.6534822167080231,0,1,4.204692619390966,8.87950302947714,0.0,80.699,0.0,1,0.5,0.5,0.5,0.5
3657,Marketing,Marketing Specialist,107,8,6580.05,Referral,0.49,Internal,Mid,13.375,822.50625,61.495794392523365,11.88888888888889,0.0020323504607927,7.44562037972664e-05,1,0,5.978884093711467,1.22762964779332,0.6462861610633307,0,0,2.1972245773362196,8.791949586056797,0.001,60.926,0.001,1,0.5,0.5,0.5,0.5
